//npcId - npcX npcY npcPLane
//Vorkath
28059 - 2269 4062 0 5
//Summoning guy
6988 - 2208 5342 0
//RSBOT DUMPED - Gecko, 0
7290 - 2854 3085 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2855 3085 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2855 3084 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2858 3082 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2859 3082 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2861 3088 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2861 3105 0
//RSBOT DUMPED - Baby monkey, 0
7228 - 2862 3101 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2867 3112 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2870 3117 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2872 3106 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2872 3118 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2875 3116 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2877 3112 0
//RSBOT DUMPED - Baby monkey, 0
7228 - 2879 3109 0
//RSBOT DUMPED - Baby monkey, 0
7228 - 2882 3104 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2885 3110 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2887 3113 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2889 3116 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2889 3115 0
//RSBOT DUMPED - Snake, 5
128 - 2887 3145 0
//RSBOT DUMPED - Baby monkey, 0
7234 - 2900 3107 0
//RSBOT DUMPED - Baby monkey, 0
7228 - 2874 3098 0
//RSBOT DUMPED - Baby monkey, 0
7228 - 2882 3098 0
//RSBOT DUMPED - Baby monkey, 0
7234 - 2903 3098 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2869 3086 0
//RSBOT DUMPED - Monkey, 3
132 - 2897 3080 0
//RSBOT DUMPED - Monkey, 3
132 - 2897 3077 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2864 3086 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2864 3082 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2862 3079 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2863 3085 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2860 3087 0
//RSBOT DUMPED - Baby monkey, 0
7229 - 2840 3076 0
//RSBOT DUMPED - Snake, 5
128 - 2824 3084 0
//RSBOT DUMPED - Snake, 5
128 - 2821 3078 0
//RSBOT DUMPED - Snake, 5
128 - 2817 3078 0
//RSBOT DUMPED - null, 0
2528 - 2815 3084 0
//RSBOT DUMPED - Snake, 5
128 - 2837 3076 0
//RSBOT DUMPED - null, 0
2513 - 2802 3088 0
//RSBOT DUMPED - null, 0
2507 - 2792 3077 0
//RSBOT DUMPED - Timfraku, 0
1162 - 2781 3088 1
//RSBOT DUMPED - null, 0
2510 - 2784 3076 1
//RSBOT DUMPED - null, 0
2504 - 2796 3077 1
//RSBOT DUMPED - null, 0
3470 - 2755 3083 0
//RSBOT DUMPED - Chicken, 1
41 - 2777 3069 0
//RSBOT DUMPED - Tribesman, 32
191 - 2775 3066 0
//RSBOT DUMPED - null, 0
2484 - 2782 3058 0
//RSBOT DUMPED - Chicken, 1
1017 - 2790 3061 0
//RSBOT DUMPED - null, 0
2519 - 2794 3064 0
//RSBOT DUMPED - Tribesman, 32
191 - 2802 3071 0
//RSBOT DUMPED - Chicken, 1
41 - 2806 3064 0
//RSBOT DUMPED - Chicken, 1
1017 - 2807 3062 0
//RSBOT DUMPED - null, 0
2488 - 2799 3058 0
//RSBOT DUMPED - null, 0
2486 - 2789 3055 0
//RSBOT DUMPED - null, 0
2525 - 2800 3048 0
//RSBOT DUMPED - Baby monkey, 0
7235 - 2820 3065 0
//RSBOT DUMPED - Baby monkey, 0
7235 - 2830 3059 0
//RSBOT DUMPED - Baby monkey, 0
7235 - 2825 3057 0
//RSBOT DUMPED - null, 0
5574 - 2836 3066 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2843 3061 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2850 3053 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2852 3063 0
//RSBOT DUMPED - Tribesman, 32
191 - 2800 3016 0
//RSBOT DUMPED - Tribesman, 32
191 - 2868 3053 0
//RSBOT DUMPED - Gecko, 0
7292 - 2863 3048 0
//RSBOT DUMPED - Baby monkey, 0
7230 - 2887 3051 0
//RSBOT DUMPED - Baby monkey, 0
7230 - 2890 3052 0
//RSBOT DUMPED - Baby monkey, 0
7230 - 2894 3058 0
//RSBOT DUMPED - Monkey, 3
132 - 2902 3071 0
//RSBOT DUMPED - Baby monkey, 0
7230 - 2840 3008 0
//RSBOT DUMPED - Baby monkey, 0
7230 - 2897 3035 0
//RSBOT DUMPED - Gecko, 0
7292 - 2868 3037 0
//RSBOT DUMPED - Baby monkey, 0
6944 - 2855 3028 0
//RSBOT DUMPED - null, 0
2487 - 2848 3042 0
//RSBOT DUMPED - Snake, 5
128 - 2844 3040 0
//RSBOT DUMPED - Baby monkey, 0
6944 - 2841 3039 0
//RSBOT DUMPED - Snake, 5
128 - 2840 3049 0
//RSBOT DUMPED - Baby monkey, 0
6944 - 2838 3031 0
//RSBOT DUMPED - Snake, 5
128 - 2837 3043 0
//RSBOT DUMPED - Monkey, 3
132 - 2836 3034 0
//RSBOT DUMPED - Snake, 5
128 - 2834 3042 0
//RSBOT DUMPED - Baby gecko, 0
7288 - 2834 3045 0
//RSBOT DUMPED - Monkey, 3
132 - 2832 3037 0
//RSBOT DUMPED - Monkey, 3
132 - 2830 3032 0
//RSBOT DUMPED - Monkey, 3
132 - 2829 3038 0
//RSBOT DUMPED - Monkey, 3
132 - 2828 3040 0
//RSBOT DUMPED - Snake, 5
128 - 2827 3026 0
//RSBOT DUMPED - Baby monkey, 0
7235 - 2827 3050 0
//RSBOT DUMPED - Baby gecko, 0
7288 - 2826 3048 0
//RSBOT DUMPED - Baby gecko, 0
7288 - 2824 3043 0
//RSBOT DUMPED - Baby monkey, 0
7235 - 2822 3053 0
//RSBOT DUMPED - Monkey, 3
132 - 2838 3026 0
//RSBOT DUMPED - Baby gecko, 0
7288 - 2822 3045 0
//RSBOT DUMPED - Baby gecko, 0
7288 - 2818 3049 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2780 3032 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2782 3027 0
//RSBOT DUMPED - Tribesman, 32
191 - 2770 3018 0
//RSBOT DUMPED - Horned graahk, 50
5105 - 2780 3017 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2787 3014 0
//RSBOT DUMPED - Tribesman, 32
191 - 2770 3014 0
//RSBOT DUMPED - Fishing spot, 0
1174 - 2792 3015 0
//RSBOT DUMPED - Fishing spot, 0
1174 - 2792 3019 0
//RSBOT DUMPED - Horned graahk, 50
5105 - 2766 3013 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2790 3012 0
//RSBOT DUMPED - Monkey, 3
132 - 2783 3007 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2782 3007 0
//RSBOT DUMPED - Horned graahk, 50
5105 - 2785 3006 0
//RSBOT DUMPED - Monkey, 3
132 - 2782 3004 0
//RSBOT DUMPED - Monkey, 3
132 - 2792 3002 0
//RSBOT DUMPED - Horned graahk, 50
5105 - 2775 2996 0
//RSBOT DUMPED - Monkey, 3
132 - 2797 2995 0
//RSBOT DUMPED - Monkey, 3
132 - 2798 2995 0
//RSBOT DUMPED - Baby monkey, 0
7236 - 2799 3005 0
//RSBOT DUMPED - Baby monkey, 0
7236 - 2801 2995 0
//RSBOT DUMPED - Fishing spot, 0
1174 - 2801 3010 0
//RSBOT DUMPED - Baby monkey, 0
7236 - 2804 3001 0
//RSBOT DUMPED - Monkey, 3
132 - 2795 2992 0
//RSBOT DUMPED - Baby monkey, 0
7236 - 2803 2986 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2807 2980 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2811 2987 0
//RSBOT DUMPED - Baby monkey, 0
7236 - 2811 2999 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2813 2994 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2812 2997 0
//RSBOT DUMPED - Spirit graahk, 0
7363 - 2793 2996 0
//RSBOT DUMPED - Snake, 5
128 - 2824 3018 0
//RSBOT DUMPED - Snake, 5
128 - 2830 3021 0
//RSBOT DUMPED - Snake, 5
128 - 2832 3018 0
//RSBOT DUMPED - Baby monkey, 0
6944 - 2836 3014 0
//RSBOT DUMPED - Baby monkey, 0
6944 - 2839 3022 0
//RSBOT DUMPED - Tribesman, 32
191 - 2840 3018 0
//RSBOT DUMPED - Monkey, 3
132 - 2866 3026 0
//RSBOT DUMPED - Monkey, 3
132 - 2867 3023 0
//RSBOT DUMPED - Monkey, 3
132 - 2872 3023 0
//RSBOT DUMPED - Monkey, 3
132 - 2872 3020 0
//RSBOT DUMPED - Monkey, 3
132 - 2873 3024 0
//RSBOT DUMPED - Monkey, 3
132 - 2876 3021 0
//RSBOT DUMPED - Gecko, 0
7289 - 2882 3018 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2885 3018 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2885 3019 0
//RSBOT DUMPED - Gecko, 0
7289 - 2887 3024 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2888 3001 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2891 3002 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2891 3018 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2890 2998 0
//RSBOT DUMPED - Giant ant worker, 40
6379 - 2894 2995 0
//RSBOT DUMPED - Giant ant soldier, 58
6380 - 2883 2994 0
//RSBOT DUMPED - Giant ant soldier, 58
6380 - 2882 2994 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2887 2994 0
//RSBOT DUMPED - Monkey, 3
132 - 2905 3022 0
//RSBOT DUMPED - Monkey, 3
132 - 2907 3016 0
//RSBOT DUMPED - Monkey, 3
132 - 2920 3027 0
//RSBOT DUMPED - Monkey, 3
132 - 2920 3024 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2901 2991 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2905 2990 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2886 2989 0
//RSBOT DUMPED - Spirit graahk, 0
7363 - 2823 3009 0
//RSBOT DUMPED - Scorpion, 14
107 - 2789 2949 0
//RSBOT DUMPED - Drummer, 0
8720 - 2811 2946 0
//RSBOT DUMPED - Jungle forester, 0
402 - 2791 2944 0
//RSBOT DUMPED - Scorpion, 14
107 - 2793 2944 0
//RSBOT DUMPED - Jungle forester, 0
401 - 2800 2943 0
//RSBOT DUMPED - Jungle Wolf, 64
143 - 2789 2935 0
//RSBOT DUMPED - Oomlie bird, 46
48 - 2784 2934 0
//RSBOT DUMPED - Oomlie bird, 46
48 - 2797 2934 0
//RSBOT DUMPED - Scorpion, 14
107 - 2781 2949 0
//RSBOT DUMPED - Oomlie bird, 46
48 - 2794 2932 0
//RSBOT DUMPED - Oomlie bird, 46
48 - 2773 2932 0
//RSBOT DUMPED - Oomlie bird, 46
48 - 2773 2931 0
//RSBOT DUMPED - Jungle forester, 0
402 - 2762 2943 0
//RSBOT DUMPED - Jungle forester, 0
401 - 2762 2944 0
//RSBOT DUMPED - Captain Shanks, 0
518 - 2764 2959 1
//RSBOT DUMPED - Jungle savage, 90
931 - 2792 2929 0
//RSBOT DUMPED - Jungle forester, 0
402 - 2818 2939 0
//RSBOT DUMPED - Jungle forester, 0
401 - 2823 2941 0
//RSBOT DUMPED - Jungle savage, 90
931 - 2815 2935 0
//RSBOT DUMPED - Obli, 0
516 - 2826 2958 0
//RSBOT DUMPED - Vigroy, 0
511 - 2834 2956 0
//RSBOT DUMPED - Jungle savage, 90
931 - 2842 2935 0
//RSBOT DUMPED - Jungle savage, 90
931 - 2842 2929 0
//RSBOT DUMPED - Oomlie bird, 46
48 - 2823 2929 0
//RSBOT DUMPED - Banker, 0
499 - 2851 2954 0
//RSBOT DUMPED - Banker, 0
499 - 2853 2955 0
//RSBOT DUMPED - Jungle Wolf, 64
143 - 2830 2929 0
//RSBOT DUMPED - Jungle forester, 0
401 - 2861 2941 0
//RSBOT DUMPED - Undead one, 73
505 - 2868 2954 0
//RSBOT DUMPED - Jungle forester, 0
402 - 2870 2943 0
//RSBOT DUMPED - Undead one, 68
504 - 2870 2950 0
//RSBOT DUMPED - Monkey, 3
132 - 2873 2928 0
//RSBOT DUMPED - Undead one, 68
5355 - 2873 2950 0
//RSBOT DUMPED - Undead one, 73
5358 - 2874 2954 0
//RSBOT DUMPED - Undead one, 73
505 - 2876 2948 0
//RSBOT DUMPED - Undead one, 68
5355 - 2876 2951 0
//RSBOT DUMPED - Undead one, 68
5356 - 2877 2958 0
//RSBOT DUMPED - Undead one, 73
5357 - 2876 2958 0
//RSBOT DUMPED - Mosol Rei, 0
500 - 2880 2952 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2887 2949 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2889 2944 0
//RSBOT DUMPED - Jungle Wolf, 64
143 - 2890 2931 0
//RSBOT DUMPED - Undead one, 68
504 - 2877 2959 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2892 2947 0
//RSBOT DUMPED - Jogre, 53
113 - 2896 2946 0
//RSBOT DUMPED - Yohnus, 0
513 - 2857 2963 0
//RSBOT DUMPED - Fernahei, 0
517 - 2870 2970 0
//RSBOT DUMPED - Fishing spot, 0
317 - 2860 2972 0
//RSBOT DUMPED - Fishing spot, 0
317 - 2860 2976 0
//RSBOT DUMPED - Seravel, 0
514 - 2824 2888 1
//RSBOT DUMPED - null, 0
8483 - 2824 2888 1
//RSBOT DUMPED - Fishing spot, 0
317 - 2841 2971 0
//RSBOT DUMPED - Yanni Salika, 0
515 - 2834 2987 0
//RSBOT DUMPED - Kaleb Paramaya, 0
512 - 2862 2995 1
//RSBOT DUMPED - Jogre, 53
3450 - 2901 2947 0
//RSBOT DUMPED - Giant ant worker, 40
6379 - 2909 2970 0
//RSBOT DUMPED - Jogre, 53
113 - 2918 2961 0
//RSBOT DUMPED - Jogre, 53
3449 - 2920 2962 0
//RSBOT DUMPED - Jogre, 53
3450 - 2925 2959 0
//RSBOT DUMPED - Jungle Wolf, 64
143 - 2917 2931 0
//RSBOT DUMPED - Jungle forester, 0
402 - 2933 2944 0
//RSBOT DUMPED - Baby monkey, 0
7231 - 2930 2961 0
//RSBOT DUMPED - Baby monkey, 0
7231 - 2942 2964 0
//RSBOT DUMPED - Baby monkey, 0
7231 - 2933 2964 0
//RSBOT DUMPED - null, 0
13128 - 2945 2938 0
//RSBOT DUMPED - Baby monkey, 0
7231 - 2932 2967 0
//RSBOT DUMPED - null, 0
13124 - 2946 2938 0
//RSBOT DUMPED - Monkey, 3
132 - 2946 2968 0
//RSBOT DUMPED - Snake, 5
128 - 2925 2969 0
//RSBOT DUMPED - Monkey, 3
132 - 2946 2967 0
//RSBOT DUMPED - Dotmatrix, 0
13823 - 2949 2955 0
//RSBOT DUMPED - Maverick, 0
13824 - 2950 2955 0
//RSBOT DUMPED - Monkey, 3
132 - 2957 2970 0
//RSBOT DUMPED - Snake, 5
128 - 2939 2977 0
//RSBOT DUMPED - Baby monkey, 0
7231 - 2936 2973 0
//RSBOT DUMPED - Snake, 5
128 - 2936 2980 0
//RSBOT DUMPED - Penwie, 0
4578 - 2933 2972 0
//RSBOT DUMPED - Snake, 5
128 - 2933 2976 0
//RSBOT DUMPED - Snake, 5
128 - 2930 2971 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2927 2979 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2926 2973 0
//RSBOT DUMPED - Jungle spider, 40
6377 - 2925 2976 0
//RSBOT DUMPED - Jungle spider, 40
6376 - 2925 2973 0
//RSBOT DUMPED - Jogre, 53
113 - 2926 2986 0
//RSBOT DUMPED - Jungle spider, 40
6377 - 2922 2975 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2919 2973 0
//RSBOT DUMPED - Tribesman, 32
191 - 2919 2983 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2919 2976 0
//RSBOT DUMPED - Giant wasp, 66
6383 - 2920 2979 0
//RSBOT DUMPED - Snake, 5
128 - 2928 2984 0
//RSBOT DUMPED - Snake, 5
128 - 2942 2983 0
//RSBOT DUMPED - Jogre, 53
3449 - 2933 2986 0
//RSBOT DUMPED - Snake, 5
128 - 2936 2989 0
//RSBOT DUMPED - Tribesman, 32
191 - 2937 2993 0
//RSBOT DUMPED - Tribesman, 32
191 - 2940 2994 0
//RSBOT DUMPED - Monkey, 3
132 - 2943 2995 0
//RSBOT DUMPED - Tribesman, 32
191 - 2940 2997 0
//RSBOT DUMPED - Jungle spider, 40
6376 - 2909 2979 0
//RSBOT DUMPED - Jungle spider, 40
6377 - 2910 2979 0
//RSBOT DUMPED - Tribesman, 32
191 - 2942 2997 0
//RSBOT DUMPED - Monkey, 3
132 - 2953 3001 0
//RSBOT DUMPED - Captain Klemfoodle, 0
3812 - 2970 2973 0
//RSBOT DUMPED - Monkey, 3
132 - 2936 3021 0
//RSBOT DUMPED - Monkey, 3
132 - 2936 3025 0
//RSBOT DUMPED - Monkey, 3
132 - 2923 3020 0
//RSBOT DUMPED - Monkey, 3
132 - 2923 3026 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2929 3030 0
//RSBOT DUMPED - Monkey, 3
132 - 2923 3027 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2930 3031 0
//RSBOT DUMPED - Monkey, 3
132 - 2920 3019 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2925 3041 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2922 3042 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2933 3041 0
//RSBOT DUMPED - Shipyard worker, 0
675 - 2944 3041 0
//RSBOT DUMPED - Jogre, 53
113 - 2930 3044 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2914 3044 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2926 3045 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2926 3046 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2915 3046 0
//RSBOT DUMPED - Jogre, 53
3449 - 2933 3048 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2921 3048 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2930 3048 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2916 3051 0
//RSBOT DUMPED - Jogre, 53
3450 - 2920 3053 0
//RSBOT DUMPED - Jogre, 53
3449 - 2918 3056 0
//RSBOT DUMPED - Jogre, 53
113 - 2926 3056 0
//RSBOT DUMPED - Captain Errdo, 0
3811 - 2918 3057 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2931 3057 0
//RSBOT DUMPED - Jogre, 53
3449 - 2929 3060 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2931 3060 0
//RSBOT DUMPED - Jogre, 53
3450 - 2924 3063 0
//RSBOT DUMPED - Jogre, 53
113 - 2916 3065 0
//RSBOT DUMPED - Baby monkey, 0
7233 - 2922 3070 0
//RSBOT DUMPED - Baby monkey, 0
7233 - 2929 3075 0
//RSBOT DUMPED - Monkey, 3
132 - 2908 3075 0
//RSBOT DUMPED - Baby monkey, 0
7233 - 2919 3080 0
//RSBOT DUMPED - Baby monkey, 0
7233 - 2924 3080 0
//RSBOT DUMPED - Baby monkey, 0
7233 - 2923 3081 0
//RSBOT DUMPED - Baby gecko, 0
6917 - 2916 3082 0
//RSBOT DUMPED - The Shaikahan, 83
1172 - 2909 3086 0
//RSBOT DUMPED - Monkey, 3
132 - 2911 3088 0
//RSBOT DUMPED - Gecko, 0
6918 - 2917 3088 0
//RSBOT DUMPED - Baby gecko, 0
6917 - 2917 3089 0
//RSBOT DUMPED - Baby gecko, 0
6917 - 2912 3090 0
//RSBOT DUMPED - Baby gecko, 0
7286 - 2931 3090 0
//RSBOT DUMPED - Gecko, 0
6918 - 2917 3092 0
//RSBOT DUMPED - Baby gecko, 0
7286 - 2925 3097 0
//RSBOT DUMPED - Baby gecko, 0
7286 - 2936 3096 0
//RSBOT DUMPED - Monkey, 3
132 - 2902 3082 0
//RSBOT DUMPED - Monkey, 3
132 - 2902 3090 0
//RSBOT DUMPED - Pelican, 0
1181 - 2902 3101 0
//RSBOT DUMPED - Baby gecko, 0
7286 - 2924 3102 0
//RSBOT DUMPED - Pelican, 0
1181 - 2924 3103 0
//RSBOT DUMPED - Baby monkey, 0
7234 - 2908 3104 0
//RSBOT DUMPED - Baby monkey, 0
7234 - 2905 3107 0
//RSBOT DUMPED - Baby monkey, 0
7234 - 2904 3107 0
//RSBOT DUMPED - Cormorant, 0
1180 - 2922 3108 0
//RSBOT DUMPED - null, 0
2483 - 2914 3116 0
//RSBOT DUMPED - Fishing spot, 0
1177 - 2912 3119 0
//RSBOT DUMPED - Fishing spot, 0
1176 - 2928 3112 0
//RSBOT DUMPED - Baby gecko, 0
7286 - 2933 3104 0
//RSBOT DUMPED - Gull, 0
1179 - 2941 3100 0
//RSBOT DUMPED - Shipyard worker, 11
38 - 2952 3063 0
//RSBOT DUMPED - Shipyard worker, 11
38 - 2955 3057 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2958 3055 0
//RSBOT DUMPED - Shipyard worker, 11
38 - 2956 3035 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2954 3029 0
//RSBOT DUMPED - G.L.O. Caranock, 0
1427 - 2957 3025 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2968 3039 0
//RSBOT DUMPED - Shipyard worker, 11
38 - 2969 3034 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2984 3048 0
//RSBOT DUMPED - Shipyard worker, 11
38 - 2984 3048 0
//RSBOT DUMPED - Gull, 0
146 - 2976 3053 0
//RSBOT DUMPED - Gull, 0
146 - 2985 3038 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2989 3058 0
//RSBOT DUMPED - Gull, 0
146 - 2994 3047 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2982 3060 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2972 3060 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2998 3061 0
//RSBOT DUMPED - Shipyard worker, 11
39 - 2999 3049 0
//RSBOT DUMPED - Foreman, 23
674 - 3001 3041 0
//RSBOT DUMPED - Shark, 0
40 - 3005 3060 0
//RSBOT DUMPED - Trader Crewmember, 0
4654 - 3001 3033 0
//RSBOT DUMPED - Gull, 0
146 - 2992 3030 0
//RSBOT DUMPED - Gull, 0
146 - 2896 2992 0
//RSBOT DUMPED - Shark, 0
40 - 3008 3067 0
//under karanja vulcano + craynor island
//RSBOT DUMPED - Lesser demon, 82
4697 - 2845 9557 0
//RSBOT DUMPED - Lesser demon, 82
4694 - 2843 9558 0
//RSBOT DUMPED - Giant bat, 27
78 - 2862 9569 0
//RSBOT DUMPED - Skeleton, 22
5332 - 2855 9571 0
//RSBOT DUMPED - Skeleton, 22
90 - 2852 9577 0
//RSBOT DUMPED - Skeleton, 22
5334 - 2860 9569 0
//RSBOT DUMPED - Giant bat, 27
78 - 2857 9571 0
//RSBOT DUMPED - Skeleton, 22
5333 - 2860 9571 0
//RSBOT DUMPED - Skeleton, 22
90 - 2865 9567 0
//RSBOT DUMPED - Overgrown hellcat, 0
3503 - 2854 9568 0
//RSBOT DUMPED - Lesser demon, 82
82 - 2841 9557 0
//RSBOT DUMPED - Deadly red spider, 34
63 - 2841 9583 0
//RSBOT DUMPED - Deadly red spider, 34
63 - 2841 9582 0
//RSBOT DUMPED - Lesser demon, 82
4696 - 2839 9560 0
//RSBOT DUMPED - Lesser demon, 82
4695 - 2839 9565 0
//RSBOT DUMPED - Deadly red spider, 34
63 - 2839 9582 0
//RSBOT DUMPED - Deadly red spider, 34
63 - 2837 9572 0
//RSBOT DUMPED - Deadly red spider, 34
63 - 2832 9580 0
//RSBOT DUMPED - Lesser demon, 82
82 - 2831 9562 0
//RSBOT DUMPED - Giant bat, 27
78 - 2837 9561 0
//RSBOT DUMPED - Lesser demon, 82
4695 - 2837 9601 0
//RSBOT DUMPED - Lesser demon, 82
82 - 2838 9605 0
//RSBOT DUMPED - Lesser demon, 82
4694 - 2840 9605 0
//RSBOT DUMPED - Lesser demon, 82
4696 - 2846 9613 0
//RSBOT DUMPED - Lesser demon, 82
4697 - 2839 9624 0
//RSBOT DUMPED - Skeleton, 45
93 - 2841 9625 0
//RSBOT DUMPED - Skeleton, 45
93 - 2845 9628 0
//RSBOT DUMPED - Skeleton, 45
5341 - 2840 9633 0
//RSBOT DUMPED - Skeleton, 45
5341 - 2844 9634 0
//RSBOT DUMPED - Skeleton, 45
5341 - 2842 9637 0
//RSBOT DUMPED - Skeleton, 45
93 - 2841 9638 0
//RSBOT DUMPED - Rat, 1
47 - 2852 9642 0
//RSBOT DUMPED - Skeleton, 45
93 - 2845 9645 0
//RSBOT DUMPED - Skeleton, 25
5338 - 2838 9648 0
//RSBOT DUMPED - Rat, 1
47 - 2858 9632 0
//RSBOT DUMPED - Skeleton, 25
92 - 2840 9652 0
//RSBOT DUMPED - Skeleton, 25
5338 - 2831 9654 0
//RSBOT DUMPED - Skeleton, 25
5339 - 2831 9655 0
//RSBOT DUMPED - Skeleton, 25
5340 - 2833 9655 0
//RSBOT DUMPED - Skeleton, 25
5337 - 2832 9656 0
//RSBOT DUMPED - Skeleton, 25
92 - 2829 9657 0
//RSBOT DUMPED - Skeleton, 25
92 - 2820 3255 0
//RSBOT DUMPED - Moss giant, 42
1588 - 2828 3247 0
//RSBOT DUMPED - Skeleton, 25
5339 - 2844 3247 0
//RSBOT DUMPED - Skeleton, 25
5340 - 2847 3254 0
//RSBOT DUMPED - Skeleton, 25
5338 - 2849 3258 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2822 3277 0
//RSBOT DUMPED - Lesser demon, 82
4697 - 2830 3278 0
//RSBOT DUMPED - Lesser demon, 82
4695 - 2840 3281 0
//RSBOT DUMPED - King Scorpion, 32
144 - 2849 3287 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2819 3290 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2823 3291 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2820 3291 0
//RSBOT DUMPED - Hobgoblin, 28
13100 - 2831 3302 0
//RSBOT DUMPED - King Scorpion, 32
144 - 2846 3298 0
//RSBOT DUMPED - King Scorpion, 32
144 - 2851 3296 0
//RSBOT DUMPED - King Scorpion, 32
144 - 2853 3308 0
//RSBOT DUMPED - King Scorpion, 32
144 - 2861 3297 0
//RSBOT DUMPED - King Scorpion, 32
144 - 2863 3283 0
//RSBOT DUMPED - Skeleton, 25
92 - 2853 3261 0
//RSBOT DUMPED - Skeleton, 25
5337 - 2850 3249 0
//RSBOT DUMPED - Skeleton, 25
5338 - 2840 3240 0
//RSBOT DUMPED - Moss giant, 42
1587 - 2834 3245 0
//RSBOT DUMPED - Skeleton, 25
5337 - 2830 3232 0
//RSBOT DUMPED - Moss giant, 42
112 - 2831 3243 0
//RSBOT DUMPED - Skeleton, 25
92 - 2825 3236 0
//chaos tunnels
//RSBOT DUMPED - Crypt spider, 56
2034 - 3288 5484 0
//RSBOT DUMPED - Shadow spider, 52
58 - 3289 5482 0
//RSBOT DUMPED - Shadow spider, 52
